,created_at,favorite_count,full_text,hashtags,id,id_str,lang,media,retweet_count,source,urls,user,user_mentions,quoted_status,quoted_status_id,quoted_status_id_str,handle,date_time,date,date_week,clean_tweet,break_tweet,raw_polarity,raw_subjectivity,clean_polarity,clean_subjectivity
34,Fri Sep 13 00:04:36 +0000 2019,1980,"Justin Trudeau is choosing to hide from Canadians and run away from his record instead of participating in debates. This is an important part of our democracy. Tune in to watch the @macleans National Leaders Debate: https://t.co/WGSuHIvBuX

#FirstDebate",[{'text': 'FirstDebate'}],1172300006671306752,1172300006671306752,en,,608,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.facebook.com/macleans/videos/369627377281544/', 'url': 'https://t.co/WGSuHIvBuX'}]","{'id': 256360738, 'id_str': '256360738'}","[{'id': 16044997, 'id_str': '16044997', 'name': ""Maclean's Magazine"", 'screen_name': 'macleans'}]",,,,AndrewScheer,2019-09-13 00:04:36+00:00,2019-09-13,2019-09-09,justin trudeau choose hide canadian run away hi record instead participate debate thi important part democracy tune watch maclean national leader debate http t.co/wgsuhivbux firstdebate,"Justin Trudeau is choosing to hide from Canadians and run aw<br>ay from his record instead of participating in debates. This<br> is an important part of our democracy. Tune in to watch the<br> @macleans National Leaders Debate: https://t.co/WGSuHIvBuX
<br>
#FirstDebat<br>",0.4,1.0,0.4,1.0
36,Thu Sep 12 23:45:50 +0000 2019,451,Ready. #FirstDebate #elxn43 https://t.co/fnsKuGVKzg,"[{'text': 'FirstDebate'}, {'text': 'elxn43'}]",1172295282513498112,1172295282513498112,en,"[{'display_url': 'pic.twitter.com/fnsKuGVKzg', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1172295282513498112/photo/1', 'id': 1172295274359705600, 'media_url': 'http://pbs.twimg.com/media/EETUV0gUUAAsY5e.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EETUV0gUUAAsY5e.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 454, 'resize': 'fit'}, 'large': {'w': 1354, 'h': 903, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/fnsKuGVKzg'}, {'display_url': 'pic.twitter.com/fnsKuGVKzg', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1172295282513498112/photo/1', 'id': 1172295274447785986, 'media_url': 'http://pbs.twimg.com/media/EETUV01UUAIxc8t.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EETUV01UUAIxc8t.jpg', 'sizes': {'large': {'w': 1497, 'h': 996, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 452, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 798, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/fnsKuGVKzg'}]",60,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],,,,AndrewScheer,2019-09-12 23:45:50+00:00,2019-09-12,2019-09-09,ready firstdebate elxn43 http t.co/fnskugvkzg,Ready. #FirstDebate #elxn43 https://t.co/fnsKuGVKzg<br>,0.2,0.5,0.2,0.5
38,Thu Sep 12 23:03:00 +0000 2019,1150,Looking forward to the @macleans National Leaders Debate! Too bad Justin Trudeau isn’t here. Follow along at @CPC_HQ for live updates throughout the night. #FirstDebate #elxn43 #cdnpoli,"[{'text': 'FirstDebate'}, {'text': 'elxn43'}, {'text': 'cdnpoli'}]",1172284503663898624,1172284503663898624,en,,270,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}","[{'id': 16044997, 'id_str': '16044997', 'name': ""Maclean's Magazine"", 'screen_name': 'macleans'}, {'id': 190817371, 'id_str': '190817371', 'name': 'Conservative Party', 'screen_name': 'CPC_HQ'}]",,,,AndrewScheer,2019-09-12 23:03:00+00:00,2019-09-12,2019-09-09,look forward maclean national leader debate bad justin trudeau ’ follow along cpc_hq live update throughout night firstdebate elxn43 cdnpoli,Looking forward to the @macleans National Leaders Debate! To<br>o bad Justin Trudeau isn’t here. Follow along at @CPC_HQ for<br> live updates throughout the night. #FirstDebate #elxn43 #cd<br>npol<br>,-0.28181818181818175,0.5833333333333333,-0.28181818181818175,0.5833333333333333
40,Thu Sep 12 19:13:53 +0000 2019,1369,"Getting ready for tonight’s @macleans @City_tv debate. There are four podiums but only three leaders will show up. Trudeau keeps running away from his record instead of running on it.

Looking forward to talking about my plan to help all Canadians get ahead! Tune in at 8PM EST. https://t.co/ujoExW522x",[],1172226846332784640,1172226846332784640,en,"[{'display_url': 'pic.twitter.com/ujoExW522x', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1172226846332784640/photo/1', 'id': 1172226684914937857, 'media_url': 'http://pbs.twimg.com/media/EESV9Y6WsAEdpTN.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EESV9Y6WsAEdpTN.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/ujoExW522x'}]",442,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}","[{'id': 16044997, 'id_str': '16044997', 'name': ""Maclean's Magazine"", 'screen_name': 'macleans'}, {'id': 84359742, 'id_str': '84359742', 'name': 'Citytv', 'screen_name': 'City_tv'}]",,,,AndrewScheer,2019-09-12 19:13:53+00:00,2019-09-12,2019-09-09,get ready tonight ’ maclean city_tv debate fmy podium three leader show trudeau keep run away hi record instead run look forward talk plan help canadian get ahead tune 8pm est http t.co/ujoexw522x,"Getting ready for tonight’s @macleans @City_tv debate. There<br> are four podiums but only three leaders will show up. Trude<br>au keeps running away from his record instead of running on <br>it.

Looking forward to talking about my plan to help all Ca<br>nadians get ahead! Tune in at 8PM EST. https://t.co/ujoExW52<br>2<br>",0.1,0.75,0.2,0.5
43,Thu Sep 12 18:33:00 +0000 2019,1278,"Having a child is an exciting milestone, but it comes with added costs. Parents are worried about the future. They are looking for help and Trudeau has proven he cannot be trusted to deliver it. We will make maternity benefits tax-free to help parents get ahead. https://t.co/JqAH7UwgTV",[],1172216555763052550,1172216555763052550,en,"[{'display_url': 'pic.twitter.com/JqAH7UwgTV', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1172216555763052550/video/1', 'id': 1172175347674165248, 'media_url': 'http://pbs.twimg.com/media/EERpeRUWwAIe7Gh.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EERpeRUWwAIe7Gh.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'type': 'video', 'url': 'https://t.co/JqAH7UwgTV', 'video_info': {'aspect_ratio': [16, 9], 'duration_millis': 29233, 'variants': [{'bitrate': 288000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1172175347674165248/vid/480x270/jv72acVPLUV0_bpy.mp4?tag=13'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1172175347674165248/pl/YOgVVLQ4YFTaMmRe.m3u8?tag=13'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1172175347674165248/vid/1280x720/W2fggCD6eRI1WO4w.mp4?tag=13'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1172175347674165248/vid/640x360/XifbzC3IWYSALtoO.mp4?tag=13'}]}}]",392,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],,,,AndrewScheer,2019-09-12 18:33:00+00:00,2019-09-12,2019-09-09,child excite milestone come add cost parent worry future look help trudeau ha proven trust deliver make maternity benefit tax-free help parent get ahead http t.co/jqah7uwgtv,"Having a child is an exciting milestone, but it comes with a<br>dded costs. Parents are worried about the future. They are l<br>ooking for help and Trudeau has proven he cannot be trusted <br>to deliver it. We will make maternity benefits tax-free to h<br>elp parents get ahead. https://t.co/JqAH7UwgT<br>",0.15,0.4625,0.0,0.125
44,Thu Sep 12 15:38:47 +0000 2019,527,Parenting is tough enough without government making life harder and more expensive. It’s time for you to get ahead. Pleased to share with parents in #NorthYork our plan to make parental #EI benefits tax-free. https://t.co/n6ilq3wMs8,"[{'text': 'NorthYork'}, {'text': 'EI'}]",1172172712355205122,1172172712355205122,en,"[{'display_url': 'pic.twitter.com/n6ilq3wMs8', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1172172712355205122/photo/1', 'id': 1172172671666327552, 'media_url': 'http://pbs.twimg.com/media/EERk1Z4XkAAmbey.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EERk1Z4XkAAmbey.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/n6ilq3wMs8'}, {'display_url': 'pic.twitter.com/n6ilq3wMs8', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1172172712355205122/photo/1', 'id': 1172172671641182209, 'media_url': 'http://pbs.twimg.com/media/EERk1ZyX4AEsAj7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EERk1ZyX4AEsAj7.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/n6ilq3wMs8'}, {'display_url': 'pic.twitter.com/n6ilq3wMs8', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1172172712355205122/photo/1', 'id': 1172172671821516800, 'media_url': 'http://pbs.twimg.com/media/EERk1adXkAAjgFF.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EERk1adXkAAjgFF.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/n6ilq3wMs8'}]",137,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],,,,AndrewScheer,2019-09-12 15:38:47+00:00,2019-09-12,2019-09-09,parent tough enough without government make life hard expensive ’ time get ahead pleased share parent northyork plan make parental ei benefit tax-free http t.co/n6ilq3wms8,Parenting is tough enough without government making life har<br>der and more expensive. It’s time for you to get ahead. Plea<br>sed to share with parents in #NorthYork our plan to make par<br>ental #EI benefits tax-free. https://t.co/n6ilq3wMs<br>,0.0018518518518518452,0.5888888888888889,-0.13611111111111113,0.7150000000000001
46,Thu Sep 12 00:48:35 +0000 2019,642,Great to be in Woodbridge with some of our amazing candidates and volunteers! Thank you to every Canadian who has chosen to put their name on a ballot for the Conservative party and all the volunteers spreading our positive Conservative message! #ItsTimeForYouToGetAhead https://t.co/PZH96LczVQ,[{'text': 'ItsTimeForYouToGetAhead'}],1171948689172160513,1171948689172160513,en,"[{'display_url': 'pic.twitter.com/PZH96LczVQ', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1171948689172160513/photo/1', 'id': 1171948498381676544, 'media_url': 'http://pbs.twimg.com/media/EEOY8zUXoAAVOOU.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EEOY8zUXoAAVOOU.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/PZH96LczVQ'}, {'display_url': 'pic.twitter.com/PZH96LczVQ', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1171948689172160513/photo/1', 'id': 1171948498398437376, 'media_url': 'http://pbs.twimg.com/media/EEOY8zYXYAAB8df.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EEOY8zYXYAAB8df.jpg', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/PZH96LczVQ'}, {'display_url': 'pic.twitter.com/PZH96LczVQ', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1171948689172160513/photo/1', 'id': 1171948498394202112, 'media_url': 'http://pbs.twimg.com/media/EEOY8zXWwAAOmsy.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EEOY8zXWwAAOmsy.jpg', 'sizes': {'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/PZH96LczVQ'}]",165,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],,,,AndrewScheer,2019-09-12 00:48:35+00:00,2019-09-12,2019-09-09,great woodbridge amaze candidate volunteer thank every canadian ha choose put name ballot conservative party volunteer spread positive conservative message itstimeforyoutogetahead http t.co/pzh96lczvq,Great to be in Woodbridge with some of our amazing candidate<br>s and volunteers! Thank you to every Canadian who has chosen<br> to put their name on a ballot for the Conservative party an<br>d all the volunteers spreading our positive Conservative mes<br>sage! #ItsTimeForYouToGetAhead https://t.co/PZH96LczV<br>,0.6113636363636364,0.7318181818181818,0.5136363636363637,0.6477272727272727
48,Wed Sep 11 23:21:11 +0000 2019,1757,"Today, I launched our campaign and I am so looking forward to spreading our positive Conservative vision across the country because it is time for YOU to get ahead. WATCH LIVE: https://t.co/7BvQccSfv4",[],1171926693054963712,1171926693054963712,en,,399,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.facebook.com/AndrewScheerMP/videos/509524026463493/', 'url': 'https://t.co/7BvQccSfv4'}]","{'id': 256360738, 'id_str': '256360738'}",[],,,,AndrewScheer,2019-09-11 23:21:11+00:00,2019-09-11,2019-09-09,today launch campaign look forward spread positive conservative vision acros country time get ahead watch live http t.co/7bvqccsfv4,"Today, I launched our campaign and I am so looking forward t<br>o spreading our positive Conservative vision across the coun<br>try because it is time for YOU to get ahead. WATCH LIVE: htt<br>ps://t.co/7BvQccSfv<br>",0.18181818181818182,0.5227272727272727,0.18181818181818182,0.5227272727272727
50,Wed Sep 11 18:39:58 +0000 2019,1473,"A new Conservative government will take immediate action to put more money in your pocket so you can get ahead.

We’re going to make maternity benefits tax-free, cancel the Trudeau carbon tax, and take the GST off home heating costs. https://t.co/eOg1H72RUL",[],1171855920453816320,1171855920453816320,en,"[{'display_url': 'pic.twitter.com/eOg1H72RUL', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1171855920453816320/photo/1', 'id': 1171855886949724166, 'media_url': 'http://pbs.twimg.com/media/EENEuG2WsAYvp8V.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EENEuG2WsAYvp8V.jpg', 'sizes': {'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/eOg1H72RUL'}, {'display_url': 'pic.twitter.com/eOg1H72RUL', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1171855920453816320/photo/1', 'id': 1171855886979096577, 'media_url': 'http://pbs.twimg.com/media/EENEuG9W4AEfPEA.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EENEuG9W4AEfPEA.jpg', 'sizes': {'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/eOg1H72RUL'}, {'display_url': 'pic.twitter.com/eOg1H72RUL', 'expanded_url': 'https://twitter.com/AndrewScheer/status/1171855920453816320/photo/1', 'id': 1171855886974902272, 'media_url': 'http://pbs.twimg.com/media/EENEuG8W4AA8TVn.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EENEuG8W4AA8TVn.jpg', 'sizes': {'large': {'w': 2048, 'h': 1365, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 800, 'resize': 'fit'}}, 'type': 'photo', 'url': 'https://t.co/eOg1H72RUL'}]",461,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",[],"{'id': 256360738, 'id_str': '256360738'}",[],,,,AndrewScheer,2019-09-11 18:39:58+00:00,2019-09-11,2019-09-09,new conservative government take immediate action put money ymy pocket get ahead ’ go make maternity benefit tax-free cancel trudeau carbon tax take gst home heating cost http t.co/eog1h72rul,"A new Conservative government will take immediate action to <br>put more money in your pocket so you can get ahead.

We’re g<br>oing to make maternity benefits tax-free, cancel the Trudeau<br> carbon tax, and take the GST off home heating costs. https:<br>//t.co/eOg1H72RU<br>",0.24545454545454545,0.35151515151515156,0.11818181818181818,0.2772727272727273
52,Wed Sep 11 17:10:48 +0000 2019,902,It’s time for you to get ahead! And I’m launching our campaign for a new Conservative government that lives within its means and puts more money in your pocket so you can get ahead. WATCH: https://t.co/7RL8fG4EKO,[],1171833484563927041,1171833484563927041,en,,265,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","[{'expanded_url': 'https://www.facebook.com/AndrewScheerMP/videos/398538264180341/', 'url': 'https://t.co/7RL8fG4EKO'}]","{'id': 256360738, 'id_str': '256360738'}",[],,,,AndrewScheer,2019-09-11 17:10:48+00:00,2019-09-11,2019-09-09,’ time get ahead ’ launch campaign new conservative government life within mean put money ymy pocket get ahead watch http t.co/7rl8fg4eko,It’s time for you to get ahead! And I’m launching our campai<br>gn for a new Conservative government that lives within its m<br>eans and puts more money in your pocket so you can get ahead<br>. WATCH: https://t.co/7RL8fG4EK<br>,0.3181818181818182,0.4772727272727273,-0.08806818181818182,0.5710227272727273
